;Id;text;S_naive;S
633;633;Great company before the transformation with a lot of great values and most everyone got along well and worked for the greater good.. ;0;0.0
634;634;Pay, culture, integrity, good locations. ;0;0.0
636;636;Good company to work for.. ;0;0.0
637;637;Pays well. Hours are decent depending on which function you work for. Great place for a college graduate to gain experience.. ;0;0.0
638;638;Phillips 66 provides a good work and home balance environment.. ;0;0.0
641;641;Strong leadership and good people. ;0;0.0
642;642;Great people great campus great pay. ;0;0.0
644;644;High pay for little effort. ;0;0.0
646;646;Benefits, good pay, good schedule. ;0;0.0
647;647;Pay is okay and benefits are good. Nice office. You can be as involved as you would like on various projects you can find.. ;0;0.0
649;649;This position challenged me thoroughly.. ;0;0.0
650;650;good bonuses good work culture. ;0;0.0
651;651;Nice coworkers and overall good culture. ;0;0.0
652;652;You get free food that we make. Customers are generally nice. It's not hard work, just about trying to keep busy.. ;0;0.0
653;653;nan;0;0.0
654;654;Security, pay and the office is nice. ;0;0.0
656;656;Great pay, good benefits, and good people. ;0;0.0
658;658;Benefits are better than many companies. ;0;0.0
661;661;Great engineering department with solid project work processes. ;0;0.0
663;663;Oil and Gas salary is good.. ;0;0.0
664;664;Beautiful Building. Free Gym. Soccer court on site.. ;0;0.0
665;665;Nice building. The benefits are ok but used to be better.. ;0;0.0
666;666;Benefits and pay are good. ;0;0.0
667;667;Pay, people, promotions and great place to work. ;0;0.0
669;669;Best place ever, love it. ;0;0.0
671;671;Employee development and compensation & benefits are excellent. ;0;0.0
672;672;Good company with great people. ;0;0.0
673;673;Good Pay, Good Benefits, Low Cost of Living. ;0;0.0
674;674;very schedule accommodating and nice. ;0;0.0
675;675;Great company to work for, great pay, management is great everyone plays a great role On the team. ;0;0.0
676;676;nan;0;0.0
678;678;A good company to work for overall.. ;0;0.0
679;679;Good company to work for.. ;0;0.0
680;680;Great benefits at this company. ;0;0.0
681;681;Benefits and a. Salary are pros.. ;0;0.0
682;682;Good pay and interesting work. ;0;0.0
685;685;Pay was fair. Some coworkers were actually genuine. ;0;0.0
686;686;It has work currently yipee. ;0;0.0
687;687;"wonderful place; friendly co-workers; strong compensation & benefits. ";0;0.0
688;688;Great pay, great people, great benefits. ;0;0.0
689;689;Benefits and pay are good.. ;0;0.0
691;691;Strong leadership, good benefits, high performance is recognized and rewarded. Great folks to work with.. ;0;0.0
692;692;Pay, benefits, experience, location, coworkers. ;0;0.0
693;693;Easy fast paced back to back days off. ;0;0.0
694;694;It offers Good money Good crew Bonuses. ;0;0.0
695;695;Competitive, great culture, and very helpful people.. ;0;0.0
697;697;-Benefits are amazing compared to other employers. ;0;0.0
698;698;Good Benefits - Old School - Good Old Boys Network. ;0;0.0
701;701;Good facility and adequate pay/benefits. ;0;0.0
702;702;Good location, benefits, gym, garage. ;0;0.0
703;703;used to be awesome, very stable work.. ;0;0.0
704;704;Good benefits and relocation packages, good bonus program, good folks to work with. ;0;0.0
705;705;Wonderful people to work with, excellent compensation. ;0;0.0
706;706;Benefits, Pay, Training, Job is interesting. ;0;0.0
708;708;Benefits are good and above average. Good office building.. ;0;0.0
712;712;With the right supervision you can be recognized for superior work.. ;0;0.0
715;715;Union membership is available but not required.. ;0;0.0
716;716;A lot of the hourly workers are very friendly and helpful.. Decent money for the work.. ;0;0.0
717;717;Overall Compensation Plan, Benefits, Culture. ;0;0.0
719;719;Great Bonuses and work environment.. ;0;0.0
721;721;Great people. Better company can. ;0;0.0
722;722;Great place to work great people to work for. ;0;0.0
723;723;good pay and yearly bonuses. ;0;0.0
724;724;People, pay, culture, challenges. ;0;0.0
725;725;The pay and bonus structure is hard to beat.. ;0;0.0
726;726;Operates lean, good co-workers, ok benefits.. ;0;0.0
728;728;It paid the bills . It was great ...... 20 years ago . Now ..... not so much !. ;0;0.0
729;729;Very friendly, reasonable manager. She was very understanding and made work enjoyable. ;0;0.0
730;730;pay, benefits, people, culture, rotation. ;0;0.0
731;731;Great Benefits. High Pay . Excellent Training. ;0;0.0
733;733;nan;0;0.0
735;735;Good atmosphere Great service best team. ;0;0.0
736;736;Team-oriented environment, friendly, nice people.. ;0;0.0
737;737;Managers are personable, approachable, and knowledgeable. They share anything they can to help you learn and be successful. They treat you as if you’re a full time employee and a part of their team. They invest in you and your learning and growth. Doesn’t get much better than this.. ;0;0.0
740;740;Great company, great benefits and cultural. ;0;0.0
741;741;-Veterans of the field are taking the time to train me in a way that is very comprehensive. Great turnover so far.. ;0;0.0
742;742;Great benefits package. One of the few employers still offering a pension.. ;0;0.0
743;743;Great Benefits and Great Pay. ;0;0.0
744;744;Good for part time job.. ;0;0.0
745;745;"Pay. Benefits ""While Employed"". Good People in the Field to work with!. ";0;0.0
746;746;The growth of midstream is really impressive. ;0;0.0
747;747;Network team is wonderful. Great people. Learned a lot. ;0;0.0
748;748;exciting work - technical environment. division worked as a team. ;0;0.0
749;749;Great pay to start off. ;0;0.0
750;750;Great company culture, values employees, values community relationships. ;0;0.0
751;751;Long history of success Good Pay. ;0;0.0
752;752;Global portfolio though increasing focus on Permian unconventional assets Good people, who you can reach via cross company networks Ranks high for employee benefits. ;0;0.0
753;753;Flexible working options, interesting assignments. ;0;0.0
755;755;Great people and team to work with, I have loved my job and team for the last 11 years.. ;0;0.0
756;756;They treat employees very well.. ;0;0.0
757;757;They treat their employees well. ;0;0.0
758;758;Good pay. Focused leadership team.. ;0;0.0
759;759;Company is Progressive, innovative and empowering. ;0;0.0
762;762;I enjoyed my time here. It’s a pretty stable environment overall with good benefits. ;0;0.0
763;763;Peers are great in many areas. ;0;0.0
764;764;401k match, pay, 9/80, vacation. ;0;0.0
765;765;time off and pay is better than most. ;0;0.0
768;768;Salary and benefits. That is all.. ;0;0.0
769;769;Benefits, gym at work, great company strategy, industry leading company, amazing facility,. ;0;0.0
770;770;Pays good, 9/80 work schedule with optional 2 at home days. ;0;0.0
772;772;Great employees, Flexible schedule, Excellent benefits, great pay. ;0;0.0
773;773;I thought they were great. Office in Energy Row was nice. On site restaurant (not a cafeteria). ;0;0.0
777;777;Good company with great benefits. ;0;0.0
778;778;Good great love it all. ;0;0.0
779;779;Great place to work and good pay. ;0;0.0
780;780;Good pay. Good accommodations. Great field superintendents.. ;0;0.0
781;781;and ;0;0.0
782;782;9/80 work schedule, great benefits, mutual respect. ;0;0.0
783;783;Great Salary and Benefits compared to rest of industry.. ;0;0.0
786;786;Work schedule is the best. ;0;0.0
787;787;The people are second to none. ;0;0.0
788;788;Great people, diverse, and solid company financials.. ;0;0.0
789;789;People are great at COP.. ;0;0.0
790;790;Good benefits, Great environment, Good People. ;0;0.0
791;791;Good culture, great salary, good compensation. ;0;0.0
794;794;People oriented and flexible timing. ;0;0.0
795;795;Good salary Good benefits Great individual contributors to work with. ;0;0.0
796;796;I liked my schedule suck. ;0;0.0
797;797;Pay and Benefits. 9/80 schedule. Time off. ;0;0.0
798;798;Good company to work for. ;0;0.0
799;799;Good pay At this place. ;0;0.0
800;800;Great company to work for. ;0;0.0
801;801;Great people to work with. High energy atmosphere.. ;0;0.0
802;802;Company is trying very hard to change culture.. ;0;0.0
803;803;Flexible Hours, Good Management and employees. ;0;0.0
804;804;best thing about the company is truly their 401k match. ;0;0.0
805;805;Great Benefits for this O&G Company. ;0;0.0
807;807;Ok but layoffs were common. ;0;0.0
808;808;Great pay in industry with leader Independent Oil Major. ;0;0.0
810;810;It is better than being unemployed. ;0;0.0
811;811;ConocoPhillips Company values their employees and is a very diverse employer!. ;0;0.0
812;812;Successful company with many employee perks Focused business plan Great salary Great people. ;0;0.0
813;813;Lower participation at the international market. ;0;0.0
814;814;Pay, Managent, Clean Stores,Nice Managers,Nice Store. ;0;0.0
815;815;Nice pay and good environment. ;0;0.0
816;816;Great benefits and 9/80 schedule.. ;0;0.0
817;817;Office is very nice and new.. ;0;0.0
818;818;Pay, benefits, 401k, heath benefits. ;0;0.0
819;819;Great projects, smart people, good training. ;0;0.0
820;820;good compensation, good culture, good company economics. ;0;0.0
821;821;great room to move up. ;0;0.0
822;822;Nice working environment and very good benefits. ;0;0.0
823;823;Great benefits package Top level salaries Good people. ;0;0.0
824;824;Lots of great things to say.. ;0;0.0
825;825;Great facilities and wonderful management and colleagues. ;0;0.0
826;826;You can steal and there’s free ice cream. ;0;0.0
827;827;Lots of OT, great benefits, decent schedule for merchant marine, overall great company to work for. ;0;0.0
828;828;good salary and benefits for employees. ;0;0.0
829;829;Big company with big ambitions. ;0;0.0
832;832;Best benefits. Best compensation. Excellent bonuses.. ;0;0.0
833;833;Pay and bonus are pretty good. Some good technical people still left.. ;0;0.0
834;834;Smart, talented workforce Newly focused strategy - great C-Level leadership. ;0;0.0
835;835;Great 401k and on-site services. ;0;0.0
838;838;Good pay, good hours, easy money. ;0;0.0
840;840;- Pay and benefits are great, though I wouldn't be surprised to see the industry as a whole start to cut back on employee pay - Most people I work with are engaging and knowledgeable - Company does invest in its employees in terms of training and development when times are good. ;0;0.0
843;843;Some really good people there. ;0;0.0
844;844;Good pay with good benefits. ;0;0.0
845;845;Intelligent people and interesting work.. ;0;0.0
846;846;They had good pay and benefits. ;0;0.0
847;847;Great place to work with a lot of great people. ;0;0.0
850;850;Good Pay and Benefits Package. ;0;0.0
851;851;Staff value integrity and precision.. ;0;0.0
852;852;Good place to work at. ;0;0.0
853;853;well established company, proud to work there. ;0;0.0
857;857;Great pay and benefits, company has been stable. ;0;0.0
859;859;Hard and great place to work at.. ;0;0.0
861;861;The 401K match is good. ;0;0.0
862;862;Great company to work for!. ;0;0.0
863;863;Good benefits, good bonus, provides good exposure to new employees. ;0;0.0
865;865;Good salary and benefits, especially if you're located in the Low Cost Of Living area of Bartlesville, OK.. ;0;0.0
866;866;Helpful and supportive co workers. ;0;0.0
867;867;The Pay is quite Good. ;0;0.0
870;870;Good Pay good benefits and working conditions. ;0;0.0
871;871;The people were great and I learned a lot.. ;0;0.0
