;Id;text;G_naive;G
623;623;Actively promotes inclusion and diversity. ;0;0.0
625;625;nan;0;0.0
626;626;Big racks on the job. ;0;0.0
628;628;Great Salary, Awesome benefits all around. ;0;0.0
629;629;Dynamic work environment, learning opportunities. ;0;0.0
633;633;Great company before the transformation with a lot of great values and most everyone got along well and worked for the greater good.. ;0;0.0
635;635;-Salary. -People are nice. -Benefits. -Opportunities to move around the company. ;0;0.0
636;636;Good company to work for.. ;0;0.0
638;638;Phillips 66 provides a good work and home balance environment.. ;0;0.0
640;640;Benefits— 401k match, savings plan for retirement, reduced health insurance (used to be free). ;0;0.0
641;641;Strong leadership and good people. ;0;0.0
643;643;Supportive culture, interesting people, diverse work opportunities. ;0;0.0
645;645;Accommodate schedule with life situations. ;0;0.0
648;648;Work life balance and people. ;0;0.0
649;649;This position challenged me thoroughly.. ;0;0.0
650;650;good bonuses good work culture. ;0;0.0
651;651;Nice coworkers and overall good culture. ;0;0.0
652;652;You get free food that we make. Customers are generally nice. It's not hard work, just about trying to keep busy.. ;0;0.0
653;653;nan;0;0.0
655;655;Good base salary, with opportunity for overtime.. ;0;0.0
658;658;Benefits are better than many companies. ;0;0.0
659;659;lots of opportunities for growth and movement within the company, highly collaborative work environment.. ;0;0.0
660;660;Great colleagues, collaborative environment, work with integrity, service to employees. ;0;0.0
661;661;Great engineering department with solid project work processes. ;0;0.0
662;662;"Incredible benefits. 6% 401k match. Company is self-insured thru BCBS, Aetna, or another provider depending on the location you're in. Great HSA or FSA health plan options. Excellent life insurance, long & short-term disability. Vacation days contingent on experience (10/yr if you're fresh out of college, add 5 days for every 5 years of experience). Add in a floating holiday and monthly ""19/30"" days that have to be used within the month. Some teams are excellent and it's entirely possible to have a wonderful set of immediate colleagues & supervisor.. ";0;0.0
663;663;Oil and Gas salary is good.. ;0;0.0
664;664;Beautiful Building. Free Gym. Soccer court on site.. ;0;0.0
665;665;Nice building. The benefits are ok but used to be better.. ;0;0.0
668;668;Nice work life balance . And good perks. ;0;0.0
669;669;Best place ever, love it. ;0;0.0
670;670;Great work life balance, job security and good bonus structure. ;0;0.0
671;671;Employee development and compensation & benefits are excellent. ;0;0.0
672;672;Good company with great people. ;0;0.0
674;674;very schedule accommodating and nice. ;0;0.0
676;676;nan;0;0.0
677;677;career advancement opportunity, great benefits and salary, pleasant work environment. ;0;0.0
678;678;A good company to work for overall.. ;0;0.0
679;679;Good company to work for.. ;0;0.0
680;680;Great benefits at this company. ;0;0.0
681;681;Benefits and a. Salary are pros.. ;0;0.0
684;684;Lots of opportunity when times are good. ;0;0.0
686;686;It has work currently yipee. ;0;0.0
687;687;"wonderful place; friendly co-workers; strong compensation & benefits. ";0;0.0
691;691;Strong leadership, good benefits, high performance is recognized and rewarded. Great folks to work with.. ;0;0.0
693;693;Easy fast paced back to back days off. ;0;0.0
694;694;It offers Good money Good crew Bonuses. ;0;0.0
696;696;People, work life balance, office, sports, culture!. ;0;0.0
697;697;-Benefits are amazing compared to other employers. ;0;0.0
698;698;Good Benefits - Old School - Good Old Boys Network. ;0;0.0
699;699;salary,benefits, new headquarters,training opportunities and flexible. ;0;0.0
702;702;Good location, benefits, gym, garage. ;0;0.0
704;704;Good benefits and relocation packages, good bonus program, good folks to work with. ;0;0.0
705;705;Wonderful people to work with, excellent compensation. ;0;0.0
708;708;Benefits are good and above average. Good office building.. ;0;0.0
709;709;Great benefits and compensation. Good values for individual success and career development. Great culture and overall a positive place to work.. ;0;0.0
710;710;Work life balance and somewhat job security. ;0;0.0
711;711;good, work and life balance. ;0;0.0
712;712;With the right supervision you can be recognized for superior work.. ;0;0.0
715;715;Union membership is available but not required.. ;0;0.0
716;716;A lot of the hourly workers are very friendly and helpful.. Decent money for the work.. ;0;0.0
717;717;Overall Compensation Plan, Benefits, Culture. ;0;0.0
719;719;Great Bonuses and work environment.. ;0;0.0
720;720;Opportunities for career movement, high salary, nice bonus. ;0;0.0
721;721;Great people. Better company can. ;0;0.0
722;722;Great place to work great people to work for. ;0;0.0
726;726;Operates lean, good co-workers, ok benefits.. ;0;0.0
727;727;Great benefits, safe work environment. ;0;0.0
728;728;It paid the bills . It was great ...... 20 years ago . Now ..... not so much !. ;0;0.0
729;729;Very friendly, reasonable manager. She was very understanding and made work enjoyable. ;0;0.0
732;732;Amazing headquarters, one of the most established trading presences on the block, assets in many different regions, resources. ;0;0.0
733;733;nan;0;0.0
735;735;Good atmosphere Great service best team. ;0;0.0
736;736;Team-oriented environment, friendly, nice people.. ;0;0.0
737;737;Managers are personable, approachable, and knowledgeable. They share anything they can to help you learn and be successful. They treat you as if you’re a full time employee and a part of their team. They invest in you and your learning and growth. Doesn’t get much better than this.. ;0;0.0
739;739;A huge player in the market place means P66 offers tons of opportunity to learn and be exposed to the industry.. ;0;0.0
740;740;Great company, great benefits and cultural. ;0;0.0
741;741;-Veterans of the field are taking the time to train me in a way that is very comprehensive. Great turnover so far.. ;0;0.0
742;742;Great benefits package. One of the few employers still offering a pension.. ;0;0.0
744;744;Good for part time job.. ;0;0.0
746;746;The growth of midstream is really impressive. ;0;0.0
747;747;Network team is wonderful. Great people. Learned a lot. ;0;0.0
748;748;exciting work - technical environment. division worked as a team. ;0;0.0
750;750;Great company culture, values employees, values community relationships. ;0;0.0
752;752;Global portfolio though increasing focus on Permian unconventional assets Good people, who you can reach via cross company networks Ranks high for employee benefits. ;0;0.0
753;753;Flexible working options, interesting assignments. ;0;0.0
754;754;Opportunity for advancement and inclusive culture. ;0;0.0
755;755;Great people and team to work with, I have loved my job and team for the last 11 years.. ;0;0.0
756;756;They treat employees very well.. ;0;0.0
757;757;They treat their employees well. ;0;0.0
759;759;Company is Progressive, innovative and empowering. ;0;0.0
760;760;Great development opportunities, supportive culture, challenging and interesting work. ;0;0.0
761;761;Held up to their core values: SPIRIT (Safety, People, Integrity, Responsible, Innovative, Teamwork). I was proud to be of part of COP for 29+ years.. ;0;0.0
763;763;Peers are great in many areas. ;0;0.0
767;767;Room for Job advancement Take care of the Employees. ;0;0.0
768;768;Salary and benefits. That is all.. ;0;0.0
769;769;Benefits, gym at work, great company strategy, industry leading company, amazing facility,. ;0;0.0
771;771;work life balance diversified portfolio - career opportunities challenging and dynamic work environment. ;0;0.0
773;773;I thought they were great. Office in Energy Row was nice. On site restaurant (not a cafeteria). ;0;0.0
774;774;has a strong balance sheet provide employees with good work and life balance. ;0;0.0
775;775;"Work-life balance; bright colleagues; nice working environment. ";0;0.0
776;776;Good place to have a career.. ;0;0.0
777;777;Good company with great benefits. ;0;0.0
778;778;Good great love it all. ;0;0.0
781;781;and ;0;0.0
782;782;9/80 work schedule, great benefits, mutual respect. ;0;0.0
783;783;Great Salary and Benefits compared to rest of industry.. ;0;0.0
784;784;Open communication. Work life balance.. ;0;0.0
786;786;Work schedule is the best. ;0;0.0
787;787;The people are second to none. ;0;0.0
788;788;Great people, diverse, and solid company financials.. ;0;0.0
789;789;People are great at COP.. ;0;0.0
790;790;Good benefits, Great environment, Good People. ;0;0.0
791;791;Good culture, great salary, good compensation. ;0;0.0
792;792;Quality place to work, great coworkers. ;0;0.0
794;794;People oriented and flexible timing. ;0;0.0
795;795;Good salary Good benefits Great individual contributors to work with. ;0;0.0
796;796;I liked my schedule suck. ;0;0.0
798;798;Good company to work for. ;0;0.0
800;800;Great company to work for. ;0;0.0
801;801;Great people to work with. High energy atmosphere.. ;0;0.0
802;802;Company is trying very hard to change culture.. ;0;0.0
804;804;best thing about the company is truly their 401k match. ;0;0.0
805;805;Great Benefits for this O&G Company. ;0;0.0
806;806;Lots of opportunities to find interesting roles within IT. ;0;0.0
807;807;Ok but layoffs were common. ;0;0.0
809;809;Salary was good People were cool Culture was laid back with a good work-life balance. ;0;0.0
810;810;It is better than being unemployed. ;0;0.0
811;811;ConocoPhillips Company values their employees and is a very diverse employer!. ;0;0.0
812;812;Successful company with many employee perks Focused business plan Great salary Great people. ;0;0.0
813;813;Lower participation at the international market. ;0;0.0
816;816;Great benefits and 9/80 schedule.. ;0;0.0
817;817;Office is very nice and new.. ;0;0.0
819;819;Great projects, smart people, good training. ;0;0.0
820;820;good compensation, good culture, good company economics. ;0;0.0
821;821;great room to move up. ;0;0.0
822;822;Nice working environment and very good benefits. ;0;0.0
823;823;Great benefits package Top level salaries Good people. ;0;0.0
824;824;Lots of great things to say.. ;0;0.0
826;826;You can steal and there’s free ice cream. ;0;0.0
