date;employee_title;employee_status;review_title;pros;cons
2021-08-17;Anonymous;Former Employee, more than 3 years;Good challenges;"Great people, interesting work projects.
";"Process process process… plus, they temporarily stopped giving raises and began outsourcing a lot of jobs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-30;Pipeline Operator;Former Employee;Bittersweet;"Great pay and benefits. 401k and pension.
";"Field employees are disposable. When the company sells an asset, field employees are generally sold as well with no other options.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Geophysicist;Current Employee, less than 1 year;it's fine;"pay is good, work is interesting
";"a lot of brain drain is leading to incredibly poor organization. I'm getting transferred around before I can even do anything and am expected to pick up new skills instantaneously without any documentation or trainings, rather a ""learn through immersion."" their covid response has been terrible, forcing people back to campus and dropping mask requirements just as waves were starting to die down.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-19;Senior Lease Analyst;Former Employee;They encourage a hostile work environment;"Nice Campus to work at and very secure
";"They encourage employees to report others for the smallest things; i.e. not holding handrail going up even two steps, too much time in bathroom…
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-09-20;Quality Assurance;Former Employee, more than 5 years;Management Plays the Favorite Card;"Insurance was good and affordable.
";"No 401k, no tuition reimbursement, management was not helpful. You come to work as a number, you leave work as a number, and nobody cares about innovation and helping you grow. They say that they are going to help you grow, but your growth depends 100% on kissing peoples butt.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-30;Operations Geologist;Current Employee;Want to use Glassdoor;"Most colleagues are great people.
";"Main offices are located in Texas.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-15;Reliability Leader;Current Employee;Huh;"Great. Like the people. Like the benefits, Like the salary. I would recommend this to others. They move you around in your career quickly
";"None. I have no concern. They listen to you and like to make improvements as you recommend improvements. Great company to work for
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-15;Gas Station Attendant;Former Employee;Great environment;"Great company to work for,
";"The salary is too low, and no bonus At all.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-18;Mechanical Engineer;Current Employee, more than 8 years;Run as fast as you can! #Exxodus;"Great campus, gym is amazing! Located in Houston which is a fun city with a low cost of living.
";"This company is a sinking ship. I worked there for 8 years and seen the negative evolution occur before my eyes. I have seen it go from being a great place to work with lots of opportunities and a positive atmosphere. Management style is outdated. Senior leaders have an unclear vision and are not prepared to enter a future where the world is moving to green energy. Employees do not feel valued and do not trust leaders or the long term direction of the company.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-24;Project Manager;Current Employee, more than 10 years;Needs Improvement;"Good people, most supervisors care about you and your career. Excellent projects coming up in deepwater.
";"Very top down management culture, a few people in the C-Suite make all decisions and disempower the rest of the company. Slow to change. Horrible performance assessment system that demotivates 50-75% of the work force.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
